@Begin
@Name of CHI:          Yiu Chun-li
*CHI:   ªá­±¤y &lo1, <Ú» úï> [>].
%mor:   nn sfp vt prt.
*INV:   <ªá­±¤y> &a4 [<] ?
%mor:   nn sfp.
*CHI:   «Y &ja3, §Ú’] ¦³ ªá­±¤y &a3.
%mor:   vf sfp nnpr vf nn sfp.
%exp:   The child goes out to the living room and the investigator follows.
*SIS:   §Ú Ä¹ ÷ &la3.
%mor:   nnpr vi asp sfp.
*INV:   «Y «} &ja3 ?
%mor:   vf neg sfp.
*INV:   <Ëİ §Ö &ge2> [>] ?
%mor:   advi adj sfp.
*SIS:   <«Y &ja3>, ¯u &ga3, Ê\ ³£ ÉN ¥´ [<].
%mor:   vf sfp adj sfp nnpr advf neg vt.
*INV:   §A ¦P Ê\ ¥´ ºò ï «§ ?
%mor:   nnpr prep nnpr vt asp sfp sfp.
*SIS:   «Y &a3.
%mor:   vf sfp.
*INV:   §A ¦P &li4&li2 ¥´ ºò ï «§ ?
%mor:   nnpr vt nnpp vt asp sfp sfp.
*SIS:   «Y &a3.
%mor:   vf sfp.
*INV:   Ãä ­Ó «Y &li4&li2 ®A ?
%mor:   wh cl vf nnpp sfp.
*SIS:   §Y«Y <¬õ ¦â> [/] ¬õ ¦â ÀY¾v õ ­Ó &lo1.
%mor:   vf adj nn adj nn nn det cl sfp.
*CHI:   ¤p«Ì­· &e3 ¤@ °¦ ¤â Ëİ¼Ë.
%mor:   nnpp ex q cl nn advs.
*CHI:   §A À° §Ú ¼Ã úï ©O «× &e3 +/.
%mor:   nnpr vt nnpr vt sfp det cl ex.
*INV:   §Ú À° §A ¼Ã ÷ &la1, &la4.
%mor:   nnpr vt nnpr vt asp sfp ex.
*CHI:   ©O ­Ó &a3.
%mor:   det cl sfp.
*CHI:   &e3, §Ú °¦ ¤â ¦n ¨¯­W &a3 °¦ ¤â.
%mor:   ex nnpr cl nn advi adj sfp cl nn.
*SIS:   «u–ï ±Ï©R &a3.
%mor:   ex ex sfp.
*CHI:   §A ¦ù °¦ ¤â ‘Á &a1.
%mor:   nnpr vt cl nn dir sfp.
*INV:   §Ú À° §A ¥´ úï.
%mor:   nnpr vt nnpr vt prt.
*SIS:   &a1, ·d ¿ù &a3 ?
%mor:   ex vt adj sfp.
%com:   pause.
*SIS:   &tse2, ·d ¿ù &a3.
%mor:   ex vt adj sfp.
*INV:   ¦nÏ, Ä¹ ÷.
%mor:   ex vi asp.
*INV:   Ä¹ ÷ &la3, ¦nÏ.
%mor:   vi asp sfp ex.
*CHI:   <xxx &a3> [>].
%mor:   sfp.
*SIS:   <·d ¿ù &a3> [<] ?
%mor:   vt adj sfp.
*SIS:   ´z ¤H ¥ı, ¤@, &la4, Ëİ +/.
%mor:   vt nn advf q ex advs.
*BRO:   &ton4 &a3.
%mor:   xx sfp.
*INV:   «x, ¤S ¶}©l &ge2 ?
%mor:   ex advf vt sfp.
*SIS:   Ê\ ­ø ª¾ &ga3.
%mor:   nnpr neg vt sfp.
*SIS:   &a1, ­n ¥´ ¤T ¦¸ &ga3 À³¸Ó «Y.
%mor:   ex vt vt q cl sfp aux vf.
*INV:   ­n ¦¨ ¤é ­n ¥´ Ê\.
%mor:   vt q nn vt vt nnpr.
*SIS:   ­n ¤T +...
%mor:   vt q.
*SIS:   &a1, §A ­ø ¦n ü¶ ¦í &a1, ¥´ ¨â ¦¸ &a1.
%mor:   ex nnpr neg adj vt asp sfp vt q cl sfp.
*SIS:   §Ú Á¿ ø Ï ­Ú §A Å¥ &a1.
%mor:   nnpr vt cl nn prep nnpr vt sfp.
*SIS:   &la4, ©O ­Ó ©O ´N «Y ´z ¤H &ga3.
%mor:   ex det cl sfp advf vf vt nn sfp.
*INV:   Ãä ­Ó &a3 ?
%mor:   wh cl sfp.
*SIS:   &la4, ©O ­Ó &a3.
%mor:   ex det cl sfp.
*SIS:   ±o &la3, ¥´ ±o &la3.
%mor:   ctc sfp vt ctc sfp.
*INV:   ¼M, Ëİ ¼F®` &ge2.
%mor:   ex advi adj sfp.
*SIS:   À³¸Ó ©O ­Ó ³£ xxx.
%mor:   aux det cl advf.
*SIS:   ¤@ ¶¡ §Ú À° §A ´z &a1.
%mor:   q cl nnpr vt nnpr vt sfp.
%com:   pause.
*SIS:   ­ø ¨î &a3.
%mor:   neg vi sfp.
*INV:   À° §Ú ®Ş ÀY &a4 ?
%mor:   vt nnpr vt nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*BRO:   ­ø ¾p Åå &wo3.
%mor:   neg aux adj sfp.
*SIS:   §Ú À° §A ´z &la1.
%mor:   nnpr vt nnpr vt sfp.
*SIS:   ­ø ¾p ¸ò ¦í xxx.
%mor:   neg aux vt asp.
*BRO:   ¤S ª± ¤g»s ªiÅÚ &a4 ?
%mor:   advf vt adj nn sfp.
*INV:   úï ?
%mor:   ex.
*INV:   ®Ş ­ø ®Ş ¨ì &a3 ?
%mor:   vt neg vt ctc sfp.
%exp:   The child is combing the investigator's hair.
*CHI:   ®Ş ¨ì &ga3.
%mor:   vt ctc sfp.
*SIS:   ¼M.
%mor:   ex.
*BRO:   ³Ş, ³Ş «§ &a3 ?
%mor:   ex ex wh sfp.
*BRO:   ¤g»s ªiÅÚ.
%mor:   adj nn.
*INV:   Ëİ ±o¤HÅå &ge2 ?
%mor:   advs adj sfp.
*SIS:   «Y &a3, ­¬ ¹CÀ¸¾÷ ¥ı, ­¬ ¹CÀ¸¾÷.
%mor:   vf sfp vt nn advf vt nn.
*BRO:   Ëİ §A ¤S ª± - ?
%mor:   advs nnpr advf vt.
*SIS:   «u–ï, «u–ï, ©O ­Ó ¦n «l &a3, ©O ¯Z ¤H ¥Î ªi¥J.
%mor:   ex ex det cl advi adj sfp det cl nn vt nn.
*SIS:   §Ú ¥Î ªiÅÚ &a3, ¤@ ¶¡ §Ú ¦P §A ¤@¼Ë &a1 úï.
%mor:   nnpr vt nn sfp q cl nnpr vt nnpr adj sfp ex.
*BRO:   ¦n &a1, ¤@¼Ë «} ¦n ºG.
%mor:   adj sfp adj neg advi adj.
*INV:   xxx.
%exp:   The investigator is playing TV game with the child's sister.
*CHI:   ±o &la3.
%mor:   ctc sfp.
*INV:   ±o &la4 ?
%mor:   ctc sfp.
*INV:   Ú» ­ø Ú» &a3 ?
%mor:   vt neg vt sfp.
*SIS:   «u–ï.
%mor:   ex.
*CHI:   ´N‘Á ¦º ÷ &ga3 &la3.
%mor:   advs verg asp sfp sfp.
*SIS:   «u–ï, ¦º ÷ &la3.
%mor:   ex verg asp sfp.
*INV:   ¦¨ ¤é ³£ ¦º &ge2 ?
%mor:   q cl advf verg sfp.
*CHI:   ±ğ «Y ¦º &la1, ÉN<¶R ¨ì> &a1 &ma3 [>].
%mor:   advf vf verg sfp neg vt ctc sfp sfp.
*INV:   <¥æ´« &a1>, §A ­n ©O ­Ó &a1 [<].
%mor:   vt sfp nnpr vt det cl sfp.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*CHI:   §Ú ­n Ú» ®Ñ &a3.
%mor:   nnpr vt vt nn sfp.
*INV:   §A Ú» ®Ñ &a4 ?
%mor:   nnpr vt nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*CHI:   §Ú Ú» ¨ì ø ®Ñ &a3.
%mor:   nnpr vt ctc cl nn sfp.
*INV:   §A Ú» ¨ì «§ ®Ñ &a3 ?
%mor:   nnpr vt ctc wh nn sfp.
*CHI:   ©O ø &lo1.
%mor:   det cl sfp.
*INV:   µ¥ ¤@ °} &la1 úï, ´N xxx.
%mor:   vt q cl sfp sfp advf.
%exp:   The investigator is playing the TV game with the child's sister.
*INV:   ±o &laak3.
%mor:   ctc sfp.
*SIS:   «u–ï, «u–ï, ­Ú §A &a1 &la4.
%mor:   ex ex vd nnpr sfp sfp.
*INV:   Ëİ ¦l­T.
%mor:   advi adj.
*CHI:   ¦¨ ¤é ³£ ¦º &ge2 ?
%mor:   q cl advf verg sfp.
*INV:   Ëİ ¥´ Ê\ &wo3.
%mor:   advs vt nnpr sfp.
*CHI:   ¦¨ ¤é ³£ •Ú &ge2 ?
%mor:   q cl advf adj sfp.
*INV:   úï ?
%mor:   ex.
*CHI:   ¦¨ ¤é ³£ +/.
%mor:   q cl advf.
*INV:   &eu3, ¿é ÷, Ú» ®Ñ &lo3 §Ú’].
%mor:   ex vi asp vt nn sfp nnpr.
*CHI:   ¦n &a3.
%mor:   adj sfp.
*INV:   §A ¦P ­ô­ô ª± &la1, §Ú’] +...
%mor:   nnpr prep nn vt sfp nnpr.
*INV:   Ú» «§ ®Ñ &a3 ?
%mor:   vt sfp nn sfp.
*CHI:   Ú» ©O ø ®Ñ &lo1.
%mor:   vt det cl nn sfp.
*INV:   ©O ø &a4, ©O ø §Ú ø ®Ñ ‘Á &ge3 &wo3, ÉN ±o Ú» &gu3 &wo3.
%mor:   det cl sfp det cl nnpr cl nn sfp sfp sfp neg ctc vt sfp sfp.
*CHI:   ­É §Ú Ú» ¤@ °} &a1.
%mor:   vt nnpr vt q cl sfp.
*INV:   ­É §A Ú» ¤@ °} &a4 ?
%mor:   vt nnpr vt q cl sfp.
*CHI:   <«Y &a3> [>].
%mor:   vf sfp.
*INV:   <¦n &la1> [<].
%mor:   adj sfp.
%com:   The child reads a book.
*INV:   ÉN ¤½¥J &gaak3 ©O ø ®Ñ.
%mor:   neg nn sfp det cl nn.
*CHI:   ©O ø ÉN ¤½¥J ³£ ±o &ga4 ?
%mor:   det cl neg nn advf ctc sfp.
*INV:   ³£ ±o, ÂI¸Ñ ­ø ±o &a3 ?
%mor:   advf ctc wh neg ctc sfp.
*INV:   §A Åª ®Ñ ø ³£ ÉN ¤½¥J &gaak3.
%mor:   nnpr vt nn cl advf neg nn sfp.
*CHI:   <§Ú, §Ú,> [/] §Ú ÉN ¶R ®Ñ¥] &ga3.
%mor:   nnpr nnpr nnpr neg vt nn sfp.
*CHI:   <§Ú> [/] §Ú ©O ö ¾Ç®Õ &e6 ¶R ø &e6 õ ø &e6 # ®Ñ &la1, õ ø ªğ ¾Ç &la3.
%mor:   nnpr nnpr sfp prep nn ex vt cl ex det cl ex nn sfp det cl dir nn sfp.
*INV:   ªğ ¾Ç &la4 ?
%mor:   dir nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¶R ÷ ®Ñ ¥¼ &a3 Ëİ¼Ë ?
%mor:   vt asp nn neg sfp advs.
*CHI:   ¥¼ &a3.
%mor:   neg sfp.
*SIS:   §Ú ¶R ÷ &la3.
%mor:   nnpr vt asp sfp.
*INV:   µ§²° ©O ?
%mor:   nn sfp.
*CHI:   ÉN &o3.
%mor:   neg ex.
*INV:   µ§ ©O ?
%mor:   nn sfp.
*CHI:   ÉN &o3.
%mor:   neg ex.
*INV:   ªğ ¾Ç ¾p ­ø ¾p ±a µ§ &ga3 ?
%mor:   dir nn aux neg aux vt nn sfp.
*CHI:   ­n &a3.
%mor:   vt sfp.
*INV:   ­n ±a ´X ¦h ªK &a3 ?
%mor:   vt vt wh adj cl sfp.
*CHI:   ¨â ªK, ¤T ªK &lo1.
%mor:   q cl q cl sfp.
*INV:   &o5, À¿½¦ ©O Ëİ¼Ë ?
%mor:   ex nn sfp advs.
*CHI:   À¿½¦ # ¤S ¥i¥H &ge3.
%mor:   nn advf aux sfp.
*INV:   Ú» §¹ &la4 ?
%mor:   vt vi sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   &m3.
%mor:   ex.
*CHI:   §A ¤µ¤é ÉN ±a ª±¨ã «§ ?
%mor:   nnpr advs neg vt nn sfp.
*INV:   ÉN &a3, §Ú’] µe ¤½¥J &a1, ¦n ÉN &a1 ?
%mor:   neg sfp nnpr vt nn sfp adj neg sfp.
*CHI:   ¦n &a3.
%mor:   adj sfp.
*CHI:   §Ú ¦Û¤v +/.
%mor:   nnpr rfl.
*INV:   §Ú +/.
%mor:   nnpr.
*INV:   &la4, §Ú µe ø ¤½¥J §A Á¿ ¬G¨Æ §Ú Å¥ &a1.
%mor:   ex nnpr vt cl nn nnpr vt nn nnpr vt sfp.
*CHI:   ¦n &aak3.
%mor:   adj sfp.
*CHI:   §Ú ­ø ÃÑ µe &e3 õ ø &e3 Ï «×.
%mor:   nnpr neg vt vt ex det cl ex nn cl.
*INV:   «Y &a4 ?
%mor:   vf sfp.
%com:   The child's sister joins the investigator and the child.
*SIS:   ©O ø µ§ «Y Ãä ­Ó &ga3 ?
%mor:   det cl nn vf wh cl sfp.
*INV:   «Y §Ú.
%mor:   vf nnpr.
*CHI:   <§A ¥h ª± ¾÷ &la1> [>].
%mor:   nnpr dir vt nn sfp.
*INV:   <©O °¦ «§ ‘Á &ga3 ©O ­Ó> [<] ?
%mor:   det cl wh sfp sfp det cl.
*CHI:   °¦ ª¯ &a3.
%mor:   cl nn sfp.
*INV:   xxx &a4 ö «× ?
%mor:   sfp prep cl.
*CHI:   ³Ş.
%mor:   ex.
*SIS:   «Y &wo3, <¦n ¥{ &a3> [=! claps hands].
%mor:   vf sfp advi adj sfp.
*INV:   İ¯ ­Ó ¦ì §¤ §C, İ¯ ­Ó ¦ì §¤ §C.
%mor:   vt cl nn vi dir vt cl nn vi dir.
*SIS:   §Ú’] Ú» úï xxx.
%mor:   nnpr vt prt.
%com:   The investigator draws a dog.
*INV:   ©O °¦ «§ ‘Á &ga3.
%mor:   det cl wh sfp sfp.
*CHI:   «Y  -: &e6 +...
%mor:   vf ex.
*SIS:   <§A &dzyt3> [//] §A # ·| «r ¤H &ge3.
%mor:   nnpr vt nnpr aux vt nn sfp.
*CHI:   «r ¤H.
%mor:   vt nn.
*CHI:   «Y &wou1&wou1.
%mor:   vf nn.
*INV:   &wou1&wou1 ª¯ &a4 ?
%mor:   nn nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¦n &la3.
%mor:   adj sfp.
%com:   The child's brother is still playing the TV game.
*CHI:   Ú» úï, ªi°Ê¤G &a3.
%mor:   vt prt nnpp sfp.
*CHI:   «Y «} &a3 ?
%mor:   vf neg sfp.
*INV:   &o3.
%mor:   ex.
%com:   The investigator draws again.
*INV:   ©O °¦ ©O ?
%mor:   det cl sfp.
*CHI:   «Y -: ¥Õ¨ß, «Y &miu1&miu1 &ge3.
%mor:   vf nn vf nn sfp.
*INV:   &miu1&miu1, «Y «} &a3 ?
%mor:   nn vf neg sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¸ò¦í &lu3 &wo3, &la4 +/.
%mor:   advs sfp sfp ex.
*CHI:   &miu1&miu1 ­ø «r ¤H &ga3 &mui1&miu1.
%mor:   nn neg vt nn sfp nn.
*CHI:   &miu1&miu1 &e6 ª¦ ¤W ‘Á ³£ ±o &ga3.
%mor:   nn ex vi dir dir advf ctc sfp.
*INV:   «Y &jo3.
%mor:   vf sfp.
%com:   pause.
*CHI:   Ú» úï xxx ¥ı.
%mor:   vt prt advf.
*CHI:   «Y «} &li4&li2 õ ­Ó &e6 # õ ­Ó &li4&li1 &a1 &ma3.
%mor:   vf neg nnpp det cl ex det cl nnpp sfp sfp.
*INV:   õ ­Ó ´N«Y &li4&li1 &la4 ?
%mor:   det cl advf nnpp sfp.
*CHI:   ³Ş, Ú» úï &a1, õ ­Ó «Y &li4&li1 ‘Á &a3.
%mor:   ex vt prt sfp det cl vf nnpp sfp sfp.
*INV:   ü¶ +...
%mor:   vt.
*INV:   Ãä ­Ó «Y &a3 ?
%mor:   wh cl vf sfp.
*INV:   ½ò ³æ¨® õ ­Ó - ?
%mor:   vt nn det cl.
*CHI:   õ ­Ó &li4&li1 &lo1.
%mor:   det cl nnpp sfp.
*INV:   <¥´ õ ­Ó &a4> [>] ?
%mor:   vt det cl sfp.
*CHI:   <«Y &a3> [<].
%mor:   vf sfp.
*SIS:   ³Ş, &la4, ³Ş, <§A> [/] §A ¹L ‘Á &a1, §Ú ­Ú ø Ï §A Ú» úï.
%mor:   ex ex ex nnpr nnpr dir dir sfp nnpr prep cl nn nnpr vt prt.
*INV:   Ú» ÉAÏ &a3 ?
%mor:   vt wh sfp.
*SIS:   ¹L ‘Á ¥ı &a1.
%mor:   dir dir advf sfp.
*BRO:   ­ø ¦n ¹Ë ¦í &la1.
%mor:   neg adj adj asp sfp.
*SIS:   ¹L ‘Á ¥ı &la1.
%mor:   dir dir advf sfp.
*INV:   &li4&li2 ¤S ¤J ‘Á Ú» &a1, §Ú’] Ú» ÷ Ï &lo3.
%mor:   nnpp advf dir dir vt sfp nnpr vt asp nn sfp.
*CHI:   ¦n &aak3.
%mor:   adj sfp.
*INV:   ®a©j ¸Ü ¦³ Ï Ú» &wo3.
%mor:   nn vt vf nn vt sfp.
*SIS:   &la4, §A Ú» úï ¦³ ¬[ ³æ¨®  &a3.
%mor:   ex nnpr vt prt vf cl nn sfp.
*INV:   «Y &wo3, Ãä ­Ó &ga3 ?
%mor:   vf sfp wh cl sfp.
*SIS:   «Y §Ú &ga3.
%mor:   vf nnpr sfp.
*INV:   «Y §A &ga4 ?
%mor:   vf nnpr sfp.
*INV:   Ê\ ©O <Ëİ>¼Ë [>] ?
%mor:   nnpr sfp advs.
*SIS:   <<ª¨>> [//] ª¨ª¨ ¶R ­Ú §Ú &ga3 ©O ¬[ ³æ¨®, Ê\ ©O, ÉN ¥÷ &ga3 [<].
%mor:   nn nn vt prep nnpr sfp det cl nn nnpr sfp neg nn sfp.
*INV:   ¦]¬° Ê\ ²Ó ­Ó &a4 ?
%mor:   advs nnpr adj cl sfp.
*SIS:   µ¥ §Ú µe, µ¥ §Ú µe ¤@ ­Ó Ï ¥ı.
%mor:   vt nnpr vt vt nnpr vt q cl nn advf.
*CHI:   µ¥ §Ú µe &la1.
%mor:   vt nnpr vt sfp.
*SIS:   µ¥ §Ú µe ¤@ ­Ó Ï.
%mor:   vt nnpr vt q cl nn.
*INV:   ¦n, &la4, §A ­ø ¦n µe ¦í ²ï²ï.
%mor:   adj ex nnpr neg adj vt asp nnpp.
*CHI:   µ¥ §Ú µe &la1.
%mor:   vt nnpr vt sfp.
*INV:   &la4, §Ú’] Á¿ ¬G¨Æ ¦n ÉN &a3 ?
%mor:   ex nnpr vt nn adj neg sfp.
*CHI:   &a3, &a3, <§Ú µe> &la1, §Ú µe [<].
%mor:   ex ex nnpr vt sfp nnpr vt.
*SIS:   <¦n &a3> [<].
%mor:   adj sfp.
*INV:   &la4, ©O ´T ²Ä ¤@ ´T ¹Ïµe, §A ¨£ ¨ì ø ÉAÏ &a3 ²ï²ï ?
%mor:   ex det cl det q cl nn nnpr vt ctc cl wh sfp nnpp.
*SIS:   <ª¯> [>].
%mor:   nn.
*INV:   <§A> Á¿ ­Ú &li4&li2 Å¥ &la1 [<].
%mor:   nnpr vt prep nnpp vt sfp.
*CHI:   «Y &miu1&miu1 +/.
%mor:   vf nn.
*INV:   §A ­ø ¦n ¥X Án, §A Å¥ Ê\ Á¿ Ï.
%mor:   nnpr neg adj dir nn nnpr vt nnpr vt nn.
*SIS:   &la4, ²Ä ¤@ ´T ¹Ïµe ©O +...
%mor:   ex det q cl nn sfp.
*INV:   &la4, §A ·í &li4&li2 Ú» ­ø ¨ì ¦n ÉN &a3 ?
%mor:   ex nnpr vt nnpp vt neg ctc adj neg sfp.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*INV:   §A ´N Ëİ Á¿ Ê\ Å¥ &a1.
%mor:   nnpr advf advs vt nnpr vt sfp.
*SIS:   ²Ä ¤@ ´T ¹Ïµe # ´N «Y ¦³ °¦ ª¯ ¦P &miu1&miu1 ö «× °µ ÉAÏ ©O ?
%mor:   det q cl nn advf vf vf cl nn conj nn prep cl vt wh sfp.
*SIS:   «Y -: +/.
%mor:   vf.
*INV:   §A Á¿ &a3, ­ø ¦n °İ.
%mor:   nnpr vt sfp neg adj vt.
*INV:   Ëİ ÂI &a3 ?
%mor:   advs wh sfp.
*INV:   &la4, ¦³ ´T µe, ¦³ °¦ ª¯, ¦³ °¦ &miu1&miu1.
%mor:   ex vf cl nn vf cl nn vf cl nn.
*INV:   Ëİ ¸ò¦í ²Ä ¤G ´T ©O ?
%mor:   advs advs det q cl sfp.
*SIS:   ²Ä ¤G ´T ©O, ´N ¦³ °¦ ª¯ ¦P &miu1&miu1 &wo3.
%mor:   det q cl sfp advf vf cl nn conj nn sfp.
*SIS:   Ëİ ¤§«á ©O °¦ # ª¯ ¦P &miu1&miu1 ©O, ¦n¦ü # ¶]¨B &a3.
%mor:   advs advs sfp cl nn conj nn sfp advs vi sfp.
*INV:   0 [=! giggles].
*INV:   «Y &la3, ª¯ ¦P &miu1&miu1 ¶]¨B &la3.
%mor:   vf sfp nn conj nn vi sfp.
*SIS:   Ëİ ¤Ö ¯È &ge2 - ?
%mor:   advi adj nn sfp.
*SIS:   &wa3, ¦n ¦h ¯È &a3.
%mor:   ex advi adj nn sfp.
*INV:   §Ú’] ¥i¥H ª± &la3.
%mor:   nnpr aux vt sfp.
*SIS:   ÂI¸Ñ Ëİ ¦h ¯È &ge2 ?
%mor:   wh advi adj nn sfp.
*INV:   «Y, ±a «} ¦³ &lo1.
%mor:   vf vt neg vf sfp.
*CHI:   <§Ú, §Ú> [/] §Ú ­n +/.
%mor:   nnpr nnpr nnpr vt.
*SIS:   Ãä ­Ó ±a &ga3 ?
%mor:   wh cl vt sfp.
*INV:   §Ú ±a ‘Á &go3 &lo1.
%mor:   nnpr vt dir sfp sfp.
*SIS:   &o4, &o5.
%mor:   ex ex.
*CHI:   §Ú ­n ¼g<©O «×> [>].
%mor:   nnpr vt vt det cl.
*SIS:   <<¤W ¦¸> õ> [//] §Ú õ ¥» ®Ñ ©O [<] ?
%mor:   det cl det nnpr det cl nn sfp.
*INV:   ÉN &a3, ¤W ¦¸ ¥» ®Ñ ­ø «Y §A &ga3.
%mor:   neg sfp det cl cl nn neg vf nnpr sfp.
*SIS:   ­ø «Y &ja3, ¤W ¦¸ §Ú ­Ú §A õ # õ ­Ó ®Ñ &a3.
%mor:   neg vf sfp det cl nnpr vd nnpr det det cl nn sfp.
*INV:   ÉN ±a &a3, ¤U ¦¸ ±a &a1.
%mor:   neg vt sfp det cl vt sfp.
*CHI:   ¤U ¦¸ ±a ª±¨ã ­Ú §Ú &a1.
%mor:   det cl vt nn prep nnpr sfp.
*INV:   <¦n &a3> [>].
%mor:   adj sfp.
*SIS:   <Ëİ ³£> ­ø °O ±o &ga3 [<].
%mor:   advs advf neg vt ctc sfp.
*INV:   «Y &lu1, ÉN °O©Ê ²K.
%mor:   vf sfp neg nn prt.
*INV:   µe ºò «§ &a3, &li4&li2 ö «× ?
%mor:   vt asp wh sfp nnpp prep cl.
*CHI:   µe ©O ø &lo1.
%mor:   vt det cl sfp.
*INV:   µe ©O ø «Y «§ ¦Ü ±o &gaak3 ?
%mor:   vt det cl vf wh advf ctc sfp.
*CHI:   ©O ø «Y # &e3 &e3 +/.
%mor:   det cl vf ex ex.
*SIS:   &a3, µ¥ §Ú µe, µ¥ §Ú µe, <µ¥ §Ú µe> [>].
%mor:   ex vt nnpr vt vt nnpr vt vt nnpr vt.
*CHI:   <µ¥ §Ú µe> &a3 [<].
%mor:   vt nnpr vt sfp.
*SIS:   µ¥ §Ú ö «á«K µe.
%mor:   vt nnpr vf nnloc vt.
*INV:   ¤@ ¤H µe ¤@ Ãä, ¤@ ¤H µe ¤@ Ãä.
%mor:   q cl vt q cl q cl vt q cl.
%exp:   The child and her sister draw.
*CHI:   §A ³£ ­ø «Y &ge2, Ú» úï.
%mor:   nnpr advf neg vf sfp vt prt.
*SIS:   ±× ¤Ö¤Ö &a3.
%mor:   adj adj sfp.
*INV:   ­ø ºò­n &la1.
%mor:   neg adj sfp.
*SIS:   ²Ä ¤@ ´T.
%mor:   det q cl.
*SIS:   <µe ÷ ø &em6> [//] õ ø ®æ¥J ¥ı.
%mor:   vt asp cl ex det cl nn advf.
*INV:   ¦n &a3.
%mor:   adj sfp.
*INV:   §A ¦ô ©j©j µe ÉAÏ &a3 ?
%mor:   nnpr vt nn vt wh sfp.
*CHI:   µe # Ãä ø &la1.
%mor:   vt wh cl sfp.
*INV:   µe «§ ©O ?
%mor:   vt wh sfp.
*SIS:   §Ú µe °Êª«¶é &a3.
%mor:   nnpr vt nnloc sfp.
*INV:   &m4, ¦n &a3.
%mor:   ex adj sfp.
*SIS:   ¤£¹L ­n µe ÷ ø ®æ¥J ¥ı.
%mor:   advs vt vt asp cl nn advf.
*INV:   ·U µe ·U ²Ó ­Ó &ge2 §A ø ®æ¥J ?
%mor:   corr vt corr adj cl sfp nnpr cl nn.
*SIS:   &e1, «Y &a3, <§Ú ­ø> [//] §Ú ­ø «Y ´X ÃÑ µe ®æ¥J &a3.
%mor:   ex vf sfp nnpr neg nnpr neg vf advi vt vt nn sfp.
*CHI:   ©O ­Ó # «Î¥ø ­ø «Y §A &ga3 «Î¥ø.
%mor:   det cl nn neg vf nnpr sfp nnloc.
*INV:   ©O «× ±ğ «Y ­ø «Y §Ú «Î¥ø &la1, §A «Î¥ø &a1 &ma3.
%mor:   det cl advf vf neg vf nnpr nnloc sfp nnpr nnloc sfp sfp.
*CHI:   «Y &ja3.
%mor:   vf sfp.
*INV:   §Ú ©j©j «Î¥ø ‘Á &a3.
%mor:   nnpr nn nnloc sfp sfp.
*SIS:   <§Ú ­ø ª¾ &e3 µe> [//] §Ú ­ø °O ±o ÷ °Êª«¶é ¦³ ø ÉAÏ &ga3 +/.
%mor:   nnpr neg vt ex vt nnpr neg vt ctc asp nnloc vf cl wh sfp.
*INV:   §A ¦P ©j©j «Î¥ø<«Y «} &a3> [>] ?
%mor:   nnpr conj nn nn vf neg sfp.
*SIS:   <§Ú ²b> «Y ©O, ÃÑ µe &e6 ¤p ¥Õ¨ß &la1 [<].
%mor:   nnpr advf vf sfp vt vt ex adj nn sfp.
*SIS:   &e6:, çÜ úï ¥ò ¦³ ø ÉAÏ ¥ı.
%mor:   ex vt prt advf vf cl wh advf.
*INV:   &m4.
%mor:   ex.
*CHI:   ¥Õ¨ß.
%mor:   nn.
*SIS:   §A ³£ &sot1&sot1’] &a3.
%mor:   nnpr advf advm sfp.
*SIS:   <§Ú µe> [>] +/.
%mor:   nnpr vt.
*INV:   <¥Õ¨ß> ±o ­ø ±o·N &ga3 [<] ?
%mor:   nn adj neg adj sfp.
*CHI:   ¦n ±o·N  -:, <§Ú> [/] §Ú ­n ¼g +/.
%mor:   advi adj nnpr nnpr vt vt.
*SIS:   §Ú, §Ú ³£ ¥¼ µe §¹.
%mor:   nnpr nnpr advf neg vt advm.
*SIS:   &e6, °¨õa &a1, °¨õa &a1, °¨õa.
%mor:   ex nn sfp nn sfp nn.
*SIS:   ¨â ´Ê ¾ğ, ¤@ ´Ê ¾ğ, ¤j ´Ê ø &ge3.
%mor:   q cl nn q cl nn adj cl com sfp.
*SIS:   xxx , &e6, ¦³ °¨õa ö «×.
%mor:   ex vf nn prep cl.
*SIS:   Ëİ ö ¾ğ «× ï.
%mor:   advs vf nn cl sfp.
*SIS:   ¥ò ¦³  -: «Y  -: # ³¶¥J, ³¶¥J.
%mor:   advf vf vf nn nn.
*INV:   ³¶¥J ©O «× «} ¦³ &lo1, «Y «} &a3 &li4&li2 ?
%mor:   nn det cl neg vf sfp vf neg sfp nnpp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ³¶¥J.
%mor:   nn.
*SIS:   §Ú ­ø ¦P Ê\’] ¤@¼Ë &ga3, Ëİ¼Ë İ© !
%mor:   nnpr neg vt nnpr adj sfp advs vt.
*SIS:   §Ú ­ø «Y ÃÑ µe ³¶¥J ¤@ ´N «Y Ëİ¼Ë µe.
%mor:   nnpr neg vf vt vt nn q advf vf advs vt.
*INV:   &m3.
