@Begin
@Name of CHI:          Yiu Chun-li
*SIS:   <¼Æ ­ø ¨ì> [>] &la3 Ëİ ¦h.
%mor:   vt neg ctc sfp advi adj.
*CHI:   <¤@ ¤G> [<] +/.
%mor:   q q.
*CHI:   ¤@ ¤G ¤T ¥| ¤­ ¤» ¤C ¤K ¤E ¤Q.
%mor:   q q q q q q q q q q.
*CHI:   ¨â ­Ó &ga3.
%mor:   q cl sfp.
*INV:   ±o ¨â ­Ó &dza4 ?
%mor:   ctc q cl sfp.
*SIS:   °µ ÉA ©O, ¶¼ ©O ´N Ëİ ¤Ö &ge2 ?
%mor:   vt wh sfp vt sfp advf advi adj sfp.
*INV:   Ëİ §A ¶¼ ÷ Ê\ «} ÉN ÷.
%mor:   advs nnpr vt asp nnpr neg neg asp.
*INV:   ±ğ «Y ¤Ö &ga3 &la3.
%mor:   advf vf adj sfp sfp.
*SIS:   «Y &a3.
%mor:   vf sfp.
*INV:   §A ¶¼ ­ø ¶¼ &a1 ?
%mor:   nnpr vt neg vt sfp.
%com:   The investigator offers the drink to the child and the child drinks then her sister drinks.
*CHI:   ¦n¨ı &a3.
%mor:   adj sfp.
*SIS:   ¦n¨ı &a3.
%mor:   adj sfp.
*INV:   &m4, &m4.
%mor:   ex ex.
*SIS:   ¤S ¶¼.
%mor:   advf vt.
%com:   The child's sister and the child drink again.
*SIS:   Â\ ®I ©O ­Ó ªi ¤J ¥h ¥ı.
%mor:   vd prt det cl nn dir dir advf.
*INV:   §A ¶¼ ÷ ´X ¦h °Ü &a3 ?
%mor:   nnpr vt asp wh adj cl sfp.
*CHI:   ¨â °Ü.
%mor:   q cl.
*INV:   &m4, §Ú ©O ?
%mor:   ex nnpr sfp.
*CHI:   ¨â °Ü.
%mor:   q cl.
*INV:   &m4, ®a©j ©O ?
%mor:   ex nn sfp.
*SIS:   ¤@ °Ü.
%mor:   q cl.
*CHI:   + +...
*CHI:   ¤@ °Ü.
%mor:   q cl.
*SIS:   §A ¶¼ ®Í.
%mor:   nnpr vt prt.
*CHI:   &m2 - .
%mor:   ex.
*CHI:   §A, §A ©C &a3.
%mor:   nnpr nnpr nn sfp.
*CHI:   ¦n ®Ö¬ğ &a3 ©C.
%mor:   advi adj sfp nn.
*INV:   0 [=! giggles].
*INV:   «Y &a3, ©C ¦n ®Ö¬ğ &a3 «Y «} &a3 ?
%mor:   vf sfp nn advi adj sfp vf neg sfp.
*SIS:   ©O ±ø ©O, ª÷ ¦â &le1 +/.
%mor:   det cl sfp adj nn sfp.
*INV:   §A ¥­®É ¦³ ÉN ¶¼ &ga3 §A’] ?
%mor:   nnpr advs vf neg vt sfp nnpr.
*CHI:   ¦³.
%mor:   vf.
*SIS:   §Ú ©]±ß ¶¼ ï.
%mor:   nnpr nn vt sfp.
*CHI:   §Ú ©]±ß ¶¼ &ga3.
%mor:   nnpr nn vt sfp.
*INV:   ´ÂÀY¦­ ©O ?
%mor:   advs sfp.
*INV:   ¶¼ ÉAÏ &a3 ?
%mor:   vt wh sfp.
*INV:   ¶¼ ¤û¥¤ &a4 ?
%mor:   vt nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*CHI:   §Ú, §Ú ¤µ´Â ¶¼ ©O ø "ºû¦hC" &ga3.
%mor:   nnpr nnpr advs vt det cl nnpp sfp.
*INV:   §A <¤µ´Â ¶¼ &a4> [>] ?
%mor:   nnpr advs vt sfp.
*SIS:   <¤µ ¤é ¤G¤Q>[<]<¤G ¸¹> [>].
%mor:   det cl q nn.
*CHI:   <«Y &a3> [<].
%mor:   vf sfp.
%com:   The child's sister reads the label on the tape.
*INV:   §A ¤S # Ú» ­Ë &a4 ?
%mor:   nnpr advf vt ctc sfp.
*INV:   §A Ëİ µR§Q &a4 ?
%mor:   nnpr advi adj sfp.
*INV:   §A ©O, §A Ú» ­ø Ú» ­Ë &a3 ?
%mor:   nnpr sfp nnpr vt neg vt ctc sfp.
*CHI:   ¤G¤Q¤G2 ¸¹.
%mor:   q nn.
*SIS:   «Y &a3.
%mor:   vf sfp.
*INV:   §A ¸ò &ge2, §A ³£ ­ø ÃÑ &ge2 ?
%mor:   nnpr vt sfp nnpr advf neg vt sfp.
%com:    pause.
*CHI:   "A" &ga3.
%mor:   nn sfp.
*SIS:   §Ú ­ø ·Q ¶R ©O ­Ó &a3, ¤Ó ®Ö¬ğ &la3 ©O ­Ó.
%mor:   nnpr neg vt vt det cl sfp advi adj sfp det cl.
*SIS:   ©O ­Ó ¹ê¦b ¤Ó ®Ö +/.
%mor:   det cl advs advi adj.
*INV:   ª± §¹ &ga4 &la4 ?
%mor:   vt advm sfp sfp.
*INV:   §A ©ğ ¥X ‘Á ¦A ª±.
%mor:   nnpr vt dir dir advf vt.
*SIS:   <úï> [>] ?
%mor:   ex.
*INV:   <ª± §¹> [<] &ga4 &la4 ?
%mor:   vt advm sfp sfp.
*INV:   ª± §¹ +/.
%mor:   vt advm.
*CHI:   ©³ÓÑ &a3.
%mor:   nn sfp.
*INV:   <«Y &lo1> [>].
%mor:   vf sfp.
*SIS:   <§Ú À°> [<] Ê\ ®Ş ÀY.
%mor:   nnpr vt nnpr vt nn.
*INV:   §A ¾ã µf Ê\ ±ø ÓÑ &la1, ¤Ï °_ ÷ &la3.
%mor:   nnpr vt prt nnpr cl nn sfp vi prt asp sfp.
*SIS:   ­ø «Y &a3, Ê\ ¸õ ªİÁ¢»R ±ø ¸È «Y Ëİ &ga3.
%mor:   neg vf sfp nnpr vi nn cl nn vf advs sfp.
*INV:   §A ±N Ê\ &but6 µf ¸¨ ‘Á ±o ­ø ±o &a3 ?
%mor:   nnpr prep nnpr vt prt dir dir ctc neg ctc sfp.
*CHI:   ¥¼ ±o &a3.
%mor:   neg ctc sfp.
*SIS:   ­ø «Y &ja3, ·| ¥Ï &ga1 &ma3.
%mor:   neg vf sfp aux verg sfp sfp.
*INV:   Ãä ­Ó ³Ì è° &a3 ?
%mor:   wh cl advi adj sfp.
*CHI:   ©O ­Ó ³Ì è° ï3.
%mor:   det cl advi adj sfp.
*SIS:   ©O ­Ó ³Ì è° ï3.
%mor:   det cl advi adj sfp.
*INV:   Ãä ­Ó &a3 §Y«Y ?
%mor:   wh cl sfp vf.
*CHI:   ©O ­Ó ³Ì è° &ge3.
%mor:   det cl advi adj sfp.
*SIS:   ©O ­Ó ³Ì è° &be3.
%mor:   det cl advi adj sfp.
*SIS:   0 [=! giggles].
*INV:   &ei1, ³Ş, ­ø ¦n ·m, ­ø ¦n ·m, xxx.
%mor:   ex ex neg adj vt neg adj vt.
*SIS:   &a3.
%mor:   ex.
*INV:   ¥ò ¶¼ ­ø ¶¼.
%mor:   advf vt neg vt.
*CHI:   0.
*SIS:   Ê\ &a3 # ¦³ ©O ¶ô <§¤ &ga3> [>].
%mor:   nnpr sfp vf det cl vi sfp.
*INV:   <°µ ÉAÏ &a3> [<] ?
%mor:   vt wh sfp.
*SIS:   <«Y §¤ &ga3> [>].
%mor:   vf vi sfp.
*INV:   <§A ·Q °µ ÉA> [<] Ï &a3 &li4&li2 ?
%mor:   nnpr vt vt wh nn sfp nnpp.
*INV:   ©O ­Ó -: ®Ş, ®ŞùÛÂi &a3.
%mor:   det cl vt nn sfp.
*INV:   Ê\ ·R ‘Á ·Ó Ãè §ê è° &a1 &ma3.
%mor:   nnpr vt dir vt nn vt adj sfp sfp.
*INV:   ­Ó ­Ó ³£ ­n ·Ó Ãè.
%mor:   cl cl advf vt vt nn.
*SIS:   <Ëİ> [>] +/.
%mor:   advs.
*INV:   <Ëİ> [<] §Ú ©O ?
%mor:   advs nnpr sfp.
*SIS:   Ëİ «Y «} °¨õa ³£ ­n ·Ó Ãè ?
%mor:   advi vf neg nn advf vt vt nn.
*INV:   &m3.
%mor:   ex.
*SIS:   ·Ó, ·Ó, ·Ó.
%mor:   vt vt vt.
*CHI:   0 [=! giggles].
*INV:   &m4, ¶¼ §¹ &la3, Â\ ¥h Ãä &a3 Ëİ¼Ë ?
%mor:   ex vt advm sfp vd dir wh sfp advs.
*INV:   À° §Ú Â\ &a1 ¦n ÉN &a3 ?
%mor:   vt nnpr vd sfp adj neg sfp.
*INV:   ­ø¸Ó.
%mor:   ex.
*CHI:   §Ú ³£ ÉN ±o ¶¼ &ge2 ?
%mor:   nnpr advf neg ctc vt sfp.
*INV:   §A ¶¼ &la3, §Ö ø &maat3 úï ©C ¥ı.
%mor:   nnpr vt sfp adj com vt prt nn advf.
*INV:   §A ü« ±i ¯È¤y &maat3 úï ©C.
%mor:   nnpr vt cl nn vt prt nn.
*SIS:   §Ú ³£ +/.
%mor:   nnpr advf.
*INV:   ¦³ ÉN ¯È¤y &a3 ?
%mor:   vf neg nn sfp.
*INV:   §Ú ·Q ­n ¤@ ±i ¯È¤y.
%mor:   nnpr vt vt q cl nn.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*CHI:   &je1 ¥Ï &a3.
%mor:   ex verg sfp.
*INV:   §Ú’] İ© ¶} Ê\ ¥Î ¦n ÉN &a3 ?
%mor:   nnpr vt vt nnpr vt adj neg sfp.
*CHI:   ¦n &a3.
%mor:   adj sfp.
*INV:   ¤@»ô ¥Î.
%mor:   advs vt.
*INV:   ¦³ ´X ¦h ±i &ga3 ?
%mor:   vf wh adj cl sfp.
*INV:   §A Ú» §Ú İ© ¶} Ê\.
%mor:   nnpr vt nnpr vt vt nnpr.
*SIS:   <&la4> [>] [=! gives the investigator another sheet of tissue paper].
%mor:   ex.
*CHI:   <¨â ±i> [<].
%mor:   q cl.
*INV:   <­ø ¾p> [>], ­ø ¾p, §Ú’] İ© ¶} Ê\ ´N ±o &lak3.
%mor:   neg aux neg aux nnpr vt vt nnpr advf ctc sfp.
*SIS:   <xxx> [<].
*INV:   §A Â\ µf <©O ±i> [>].
%mor:   nnpr vd prt det cl.
*SIS:   <­ø ¾p &wo5> [<].
%mor:   neg aux sfp.
*INV:   <­ø ¾p &la3> [>], &la4, §A ¤@ ±i.
%mor:   neg aux sfp ex nnpr q cl.
%com:   The investigator gives the child's sister a piece of tissue paper.
*SIS:   <­ø ¾p &wo3> [<].
%mor:   neg aux sfp.
*SIS:   ¤T ±i &a3.
%mor:   q cl sfp.
*CHI:   Ãä ¦³ &a3 ?
%mor:   wh vf sfp.
*INV:   ¤T ±i.
%mor:   q cl.
*INV:   &la4, •Ú•Ú ¦n &laak3.
%mor:   ex advm adj sfp.
*INV:   "Okay", ¤@ ¤H ¤@ ±i.
%mor:   ex q cl q cl.
*INV:   ±o &la3.
%mor:   ctc sfp.
*SIS:   ¤T ±i &gu4 &wo4 ¦³.
%mor:   q cl sfp sfp vf.
*INV:   «Y &lo1, •Ú•Ú ¦n, «Y «} &a3 ?
%mor:   vf sfp advm adj vf neg sfp.
*INV:   &m3.
%mor:   ex.
*CHI:   §Ú &maat3 §¹ laak3.
%mor:   nnpr vt advm.
*INV:   §Ú ³£ &maat3 §¹ &laak3.
%mor:   nnpr advf vt advm sfp.
*SIS:   §Ú ³£ &maat3 §¹ &laak3.
%mor:   nnpr advf vt advm sfp.
*INV:   Ëİ Ãä ­Ó &dam2 ?
%mor:   advs wh cl vt.
*SIS:   <xxx> [>].
*CHI:   <§Ú &dam2> [<].
%mor:   nnpr vt.
*SIS:   +/.
*INV:   ­ø ¾p &la3, &li4&li2 ¸Ü Ê\ &dam2.
%mor:   neg aux sfp nnpp vt nnpr vt.
%com:   The investigator, the child and her sister laugh.
*INV:   &hai1, «u–ï.
%mor:   ex ex.
*INV:   §Ö ø, §Ö ø °õ µf, xxx.
%mor:   adj com adj com vt prt.
*SIS:   ¹L ‘Á.
%mor:   dir dir.
*SIS:   ¬z§Q.
%mor:   nnpp.
*SIS:   ©O ­Ó Â§ª« ‘Á &ge3, ©O ­Ó Â§ª« ‘Á ï.
%mor:   det cl nn sfp sfp det cl nn sfp sfp.
*SIS:   ¦pªG Ãä ­Ó ²q ¤¤ ÷ ©O, ´N ¥i¥H ±o ¨ì ©O ø Ï.
%mor:   advs wh cl vt adj asp sfp advf aux vt vt det cl nn.
*INV:   <xxx> [>].
*SIS:   <&la4> [<], <§A ¦P Ê\ ²q &a1> [>].
%mor:   ex nnpr vt nnpr vt sfp.
*CHI:   <©O ø «§ ‘Á &ga3> [<] ?
%mor:   det cl wh sfp sfp.
*SIS:   &la4.
%mor:   ex.
*INV:   ©O ­Ó ¿ı­µ¾÷ &lo1.
%mor:   det cl nn sfp.
*SIS:   <&la4> [>].
%mor:   ex.
*CHI:   <&a3> [<].
%mor:   ex.
*SIS:   §A, §A °e Â§ª« &a1.
%mor:   nnpr nnpr vd nn sfp.
*SIS:   <¦pªG> [>] Ãä ­Ó Ä¹ ÷ ©O.
%mor:   advs wh cl vi asp sfp.
*CHI:   <&a1, &e3> [<].
%mor:   ex ex.
*SIS:   §A °e Â§ª« ­Ú §Ú’] &a1.
%mor:   nnpr vd nn prep nnpr sfp.
*CHI:   &a1, Á¿ &a1.
%mor:   ex vt sfp.
*INV:   «Y &a3, Á¿ Ï &lo1.
%mor:   vf sfp vt nn sfp.
*INV:   ¹ï ¦í Ê\ Á¿ Ï.
%mor:   vt asp nnpr vt nn.
*INV:   §A Á¿ ÷ ø ÉAÏ &a3 ?
%mor:   nnpr vt asp cl wh sfp.
*CHI:   0.
*INV:   §A Á¿ ÷ ø ÉAÏ ?
%mor:   nnpr vt asp cl wh.
*INV:   Å¥ ­ø ­Ë &wo3.
%mor:   vt neg ctc sfp.
*SIS:   ¸t°«¤h.
%mor:   nnpp.
*CHI:   ¸t°«¤h.
%mor:   nnpp.
*INV:   ¥ò ¦³ ±o °µ «§ ?
%mor:   advf vf vt vt sfp.
*INV:   ¸t°«¤h¬P¥Ú.
%mor:   nnpp.
*CHI:   ¸t°«¤h.
%mor:   nnpp.
*INV:   °µ §¹ &la3 ¦Ó®a.
%mor:   vt advm sfp advs.
*SIS:   ¸t°«¤h¬P¥Ú.
%mor:   nnpp.
*CHI:   ¸t°«&sing3¬P&ti2.
%mor:   nnpp.
*SIS:   <&la4> [>] +/.
%mor:   ex.
*INV:   <¦Ó>[<]®a ­ø «Y °µ ºò ¥ëÀY¥J©ø¥¬ «§ ?
%mor:   advs neg vf vt asp nnpp sfp.
*SIS:   <&la4> [>].
%mor:   ex.
*CHI:   <«Y &a3> [<].
%mor:   vf sfp.
*SIS:   §Ú ¦P Ê\ +...
%mor:   nnpr vt nnpr.
*SIS:   §Ú ¦P Ê\ <²q> [>].
%mor:   nnpr prep nnpr vt.
*CHI:   <&e1> [<], &e2, &e2.
%mor:   ex ex ex.
*SIS:   &la4, §A +...
%mor:   ex nnpr.
*INV:   &la4, §A ¦P +...
%mor:   ex nnpr vt.
*INV:   §A’] ¨â ­Ó ²q, §Ú ­Ú Â§ª« &la1.
%mor:   nnpr q cl vt nnpr vd nn sfp.
*SIS:   ¦n &aak3.
%mor:   adj sfp.
*CHI:   §Ú ¥H¬° +...
%mor:   nnpr vt.
*INV:   ÂI &a3 ?
%mor:   wh sfp.
*INV:   §A ¥H¬° «§ &a3 ?
%mor:   nnpr vt wh sfp.
*CHI:   0.
*INV:   ÉAÏ &a3 ?
%mor:   wh sfp.
*SIS:   ¤@.
%mor:   q.
*SIS:   <¤G> [>].
%mor:   q.
*CHI:   <¤G> [<].
%mor:   q.
*SIS:   <¤T> [>].
%mor:   q.
*CHI:   <¤T> [<].
%mor:   q.
%com:   The child is talking to her sister.
*CHI:   §A ¿é ÷ -: &a3 !
%mor:   nnpr vi asp sfp.
*INV:   §A ¿é ÷ &a4 ?
%mor:   nnpr vi asp sfp.
*INV:   Ëİ §A ´z ¤@ ­Ó Â§ª« &la1.
%mor:   advs nnpr vt q cl nn sfp.
*SIS:   &je2 [=! discontented].
%mor:   ex.
*CHI:   0 [=! giggles].
*INV:   ÂI¸Ñ ¿é ÷ §A ­n ­Ú Â§ª« Ê\ &a3 ?
%mor:   wh vi asp nnpr vt vd nn nnpr sfp.
*INV:   §A Ä¹ ÷ &a1 &ma3, Ê\ ¿é ÷ «Y «} &a3 ?
%mor:   nnpr vi asp sfp sfp nnpr vi asp vf neg sfp.
*SIS:   µM¤§«á ¨ì §Ú °µ ¬£ Â§ª« &la3.
%mor:   advs vt nnpr vt vt nn sfp.
*SIS:   §A ¦P Ê\ ²q &tsing5&tsam4 &la3.
%mor:   nnpr prep nnpr vt nn sfp.
*SIS:   «u–ï.
%mor:   ex.
*INV:   <&tsing1&tsam1 ¿i¸û¤e¿N¥]> [>].
%mor:   ex.
*CHI:   &tsing2 <&tsam1 ¿i¸û¤e¿N¥]> [<].
%mor:   ex.
*INV:   &o1, Ãä ­Ó Ä¹ ÷ &a3 ?
%mor:   ex wh cl vi asp sfp.
*SIS:   <§A> [>].
%mor:   nnpr.
*CHI:   <§Ú> [<].
%mor:   nnpr.
*INV:   §Ú Ä¹ ÷ «§ ?
%mor:   nnpr vi asp sfp.
*INV:   Ê\, &li4&li2 ¥X °Å §Ú ¥X ¥] &wo3.
%mor:   nnpr nnpp vt nn nnpr vt nn sfp.
*INV:   Ä¹ ÷.
%mor:   vi asp.
*INV:   §A ¦³ ø «§ Â§ª« &a3 Á¿ §Ú Å¥.
%mor:   nnpr vf cl wh nn sfp vt nnpr vt.
*CHI:   &le1 &tsing1&tsam1 ¿i¸û¤e¿N¥]!
%mor:   ex ex.
*INV:   &o3, Ãä ­Ó Ä¹ &a3 ?
%mor:   ex wh cl vi sfp.
*CHI:   §Ú.
%mor:   nnpr.
*CHI:   ­ø «Y +/.
%mor:   neg vf.
*INV:   ¤S «Y §A - ?
%mor:   advf vf nnpr.
*SIS:   §A &e3.
%mor:   nnpr ex.
*INV:   §Ú ¥X &daap6 §A ¥X °Å &wo3, <«Y «}> [>] ©j©j Ä¹ &a3 ?
%mor:   nnpr vt nn nnpr vt nn sfp vf neg nn vi sfp.
*CHI:   <«Y &a3> [<].
%mor:   vf sfp.
*CHI:   &tsing1&tsam1¿i<¸û¤e¿N¥]> [>].
%mor:   ex.
*INV:   <¸û¤e¿N¥]> [<].
%mor:   ex.
*INV:   ÂI¸Ñ §A ¦¨ ¤é ³£ «Y °Å &ge2 ?
%mor:   wh nnpr q cl advf vf nn sfp.
*CHI:   &tsing1&tsam1¿i¸û<¤e¿N¥]> [>].
%mor:   ex.
*INV:   <¤e¿N¥]> [<].
%mor:   ex.
*INV:   ¤S «Y °Å - ?
%mor:   advf vf nn.
*INV:   ­ø ¦P §A ²q &la3.
%mor:   neg prep nnpr vt sfp.
*INV:   §A ²q ¿Ë +/.
%mor:   nnpr vt prt.
*CHI:   <&tsing1&tsam1 ¿i¸û> [>] ¤e¿N¥].
%mor:   ex.
*SIS:   <§Ú ¦P §A ²q> [<].
%mor:   nnpr prep nnpr vt.
*SIS:   &tsing1&tsam1 <¿i¸û¤e¿N¥]> [>].
%mor:   ex.
*CHI:   <¿i¸û¤e¿N¥]> [<].
%mor:   ex.
*INV:   <¿i¸û¤e¿N °Å> [<].
%mor:   ex nn.
*INV:   §Ú Ä¹ ®Í -:, «Y «} &a3 ?
%mor:   nnpr vi prt vf neg sfp.
*SIS:   0 [=! giggles].
*CHI:   &tsing1&tsam1 <¿i¸û¤e¿N¥]> [>].
%mor:   ex.
*SIS:   <¿i¸û¤e¿N¥]> [<].
%mor:   ex.
*INV:   <¿i¸û¤e¿N¥]> [<].
%mor:   ex.
*SIS:   0 [=! laughs].
*INV:   «u–ï ¹ú &laak3.
%mor:   ex adj sfp.
*INV:   <°Å Äê §Ú &laak3> [>].
%mor:   vt verg nnpr sfp.
*CHI:   <&tsing1&tsam1> [<]¿i¸û +/.
%mor:   ex.
*INV:   ¦n &la3, ­ø ª± &la3.
%mor:   adj sfp neg vt sfp.
*INV:   ­ø ª±.
%mor:   neg vt.
*INV:   ¤£¦p ¦P ­Ó ¤½¥J ®Ş úï ÀY &lo3.
%mor:   advs vt cl nn vt prt nn sfp.
*CHI:   ¦n &a3.
%mor:   adj sfp.
*INV:   ±o ­ø ±o &a3 ?
%mor:   ctc neg ctc sfp.
*INV:   ©ğ ¥X ‘Á &a1.
%mor:   vt dir dir sfp.
*SIS:   <¤£ ­Ó> [>] ÉN ¤T ªK ÀY.
%mor:   neg cl neg q cl nn.
*CHI:   <&i1:> [<].
%mor:   ex.
*INV:   ¤T ªK ÀY¾v - ?
%mor:   q cl nn.
*SIS:   ÉN +...
%mor:   neg.
*SIS:   ­ø «Y &a3.
%mor:   neg vf sfp.
*SIS:   ÉN ¤T ­Ó ®Ş.
%mor:   neg q cl vt.
*SIS:   §Ú, §Ú ¤J ¥h ´Z©Ò ü« ¤T ªK ®Ş.
%mor:   nnpr nnpr dir dir nnloc vt q cl nn.
*INV:   ¦n &a1, ¦n &la1.
%mor:   adj sfp adj sfp.
*INV:   §¤ ¹L ‘Á &la1 §¤ <xxx> [>] &i1, ¸ò¦í ¶^ ¦º §A.
%mor:   vi dir dir sfp vi ex advs verg verg nnpr.
*CHI:   <&i1> [<].
%mor:   ex.
*INV:   «Y «} ¦³ Ï «r §A &a3 ©]±ß¶Â ?
%mor:   vf neg vf nn vt nnpr sfp advs.
*INV:   ÂI¸Ñ §A ­Ó ­± ¬õ +...
%mor:   wh nnpr cl nn adj.
*CHI:   0.
*INV:   ²ª ­ø ²ª &a3 ?
%mor:   adj neg adj sfp.
*SIS:   &la4, ¬z§Q ¤@ ªK, ©O ªK «Y §A.
%mor:   ex nnpp q cl det cl vf nnpr.
*SIS:   ©O ªK «Y §A &ge3.
%mor:   det cl vf nnpr sfp.
*INV:   ¦n &la1, ¦³ ¤T ­Ó.
%mor:   adj sfp vf q cl.
*INV:   §Ú’] ¤@ ¤H ¤@ §â ®Ş &laak3.
%mor:   nnpr q cl q cl nn sfp.
*SIS:   ­ø «Y, §Ú ®Ş ¥ı, §Ú ®Ş ¥ı.
%mor:   neg vf nnpr vt advf nnpr vt advf.
*SIS:   §Ú ¸Ü ÷ Ãä ­Ó ­Ó ¦W ©O, Ê\ ´N ¥X ‘Á ®Ş.
%mor:   nnpr vt asp wh cl cl nn sfp nnpr advf dir dir vt.
*INV:   ­ø ¾p &la1, ¤@»ô ®Ş &la1.
%mor:   neg aux sfp advs vt sfp.
*SIS:   &la4.
%mor:   ex.
*INV:   §Ú’] ¦P Ê\ ¤ã ¹L ­Ó ÀY &la1 ¤@«Y, ¦n ÉN &a3 ?
%mor:   nnpr prep nnpr vt prt cl nn sfp advs adj neg sfp.
*SIS:   ¦n &aak3.
%mor:   adj sfp.
*SIS:   ¤£ +/.
%mor:   neg.
*INV:   ÂI¼Ë ¤ã ¦n &a3 ?
%mor:   wh vt adj sfp.
*SIS:   ¤£¹L ¥ò ¦³ ¤@ ±ø Ä| &gu3 &wo3.
%mor:   advs advf vf q cl nn sfp sfp.
*SIS:   ¤£¹L ¥ò ¦³ ¤@ ±ø # õ ø ¾ó®Ú.
%mor:   advs advf vf q cl det cl nn.
*INV:   &m3.
%mor:   ex.
*SIS:   ´N Ëİ, ´N Ëİ À° Ê\ ¤ã ´N ±o &ga3 &la3 ©O ­Ó.
%mor:   advf advs advf advs vt nnpr vt advf ctc sfp sfp det cl.
*INV:   &m3.
%mor:   ex.
*INV:   «Y «} ¤@¼Ë &a3 ¦P®I ±ø ¸È ?
%mor:   vf neg adj sfp prep cl nn.
*SIS:   úï ?
%mor:   ex.
*INV:   §A °£ ®I õ ­Ó ¦Ü ±o &gaak3.
%mor:   nnpr vt prt det cl advf ctc sfp.
*SIS:   ©O ­Ó ¾ó®Ú ¦n Ãø.
%mor:   det cl nn advi adj.
*INV:   §Ú À° §A °£ &a1.
%mor:   nnpr vt nnpr vt sfp.
*INV:   ©j©j À° §A °£ &a1.
%mor:   nn vt nnpr vt sfp.
*CHI:   "Barbie" ¦³ # &a3, &la4, <¤ã Ä| &ga3> [>].
%mor:   nnpp vf sfp ex vt nn sfp.
*INV:   <¦³ «§ &a3> [<] ?
%mor:   vf wh sfp.
*SIS:   <À° §Ú °£> [<].
%mor:   vt nnpr vt.
*INV:   "Barbie" ¦³ ¤ã Ä|, «Y &a3.
%mor:   nnpp vf vt nn vf sfp.
*SIS:   ­ø ª¾ °£ ÷ ­Ó Ãä ·| ­ø ·| +...
%mor:   neg vt vt asp cl wh aux neg aux.
*INV:   ¥¼ °£ ¹L &ga4 ?
%mor:   neg vt asp sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*SIS:   §Ú ¥¼ °£ ¹L &ga4 ?
%mor:   nnpr neg vt asp sfp.
*SIS:   §Ú ¤W ¦¸ ©O, ²b «Y °£ õ ­Ó Ï &ga3 ©Q.
%mor:   nnpr det cl sfp advf vf vt det cl nn sfp sfp.
%com:   pause.
%com:   The investigator takes off the rubber band from the Barbie's hair.
*INV:   ¦n &la3, °£ ÷ &laak3.
%mor:   adj sfp vt asp sfp.
*SIS:   úï -: .
%mor:   ex.
*INV:   ¦P Ê\ ®Ş ¹L ­Ó ÀY &la3 ¥i¥H.
%mor:   prep nnpr vt asp cl nn sfp aux.
*CHI:   úï - ?
%mor:   ex.
*INV:   «u–ï.
%mor:   ex.
*CHI:   «u–ï.
%mor:   ex.
*INV:   §Ú Ú» §A ®Ş &a1, §A ®Ş &a1.
%mor:   nnpr vt nnpr vt sfp nnpr vt sfp.
*CHI:   §A ÉN &la1 !
%mor:   nnpr neg sfp.
*CHI:   §A ÉN &a3 !
%mor:   nnpr neg sfp.
*INV:   <úï> [>] ?
%mor:   ex.
*SIS:   <Ëİ¼Ë> [<] ¦n¦ü è° ø &a3.
%mor:   advs advs adj com sfp.
*INV:   &m3.
%mor:   ex.
*SIS:   ªø ÀY¾v &a3.
%mor:   adj nn sfp.
*INV:   Ëİ ªø ÀY¾v ¦n ÉN &a3 ?
%mor:   advi adj nn adj neg sfp.
*CHI:   0.
*INV:   §A Áé ­ø Áé·N ªø ÀY¾v &a3 &li4&li2 ?
%mor:   nnpr vt neg vt adj nn sfp nnpp.
%com:   Recording stops for a few seconds.
*INV:   §A Áé·N ªÎ¨Ğ &ga4 ?
%mor:   nnpr vt nn sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   Ãä ­Ó «Y ªÎ¨Ğ &a3 ?
%mor:   wh cl vf nn sfp.
*SIS:   <xxx> [>].
*CHI:   <§Ú Áé·N> [<] ¥ÕÀY¨Ğ, &e6, ¥d # ¥d # ¥d©Ô«Î¥ø &e3 ¥ÕÀY¨Ğ &lo1.
%mor:   nnpr vt nnpp ex ex ex nnpp ex nnpp sfp.
*INV:   §A ¦³ Ú» &ga4 ?
%mor:   nnpr vf vt sfp.
*CHI:   «Y &a3.
%mor:   vf sfp.
*INV:   ¦n ÉN Ú» &ga3 ?
%mor:   adj neg vt sfp.
*CHI:   ¦nÚ» &ga3.
%mor:   adj sfp.
*INV:   Á¿ ø ÉAÏ &ga3 ?
%mor:   vt cl wh sfp.
*INV:   Á¿ §Ú Å¥ &a1.
%mor:   vt nnpr vt sfp.
*CHI:   ­ø «Y &ga3.
%mor:   neg vf sfp.
*INV:   ­ø «Y +/.
%mor:   neg vf.
*CHI:   ©O ø ©O, §Ú +/.
%mor:   det cl sfp nnpr.
*SIS:   §Ú ¥s ¦W §A ¥X ‘Á &a1.
%mor:   nnpr vt nn nnpr dir dir sfp.
*INV:   ­ø ¾p &la1, §A ®Ş &la1.
%mor:   neg aux sfp nnpr vt sfp.
*INV:   §A ®Ş ±o è°è°’] §Ú’] Ú» ¦n ÉN ?
%mor:   nnpr vt ctc advm nnpr vt adj neg.
*SIS:   ¦n &a3.
%mor:   adj sfp.
*INV:   <®Ş è° ø &wo3> [>].
%mor:   vt adj com sfp.
*CHI:   ©O ø <­ø xxx &wo3> [<].
%mor:   det cl neg sfp.
